8917400,2.018087298455811,0.8962594665578144,59,46
8917401,2.03470400712028,1.7056046972353822,92,71
8917402,2.00084,0.041982367405689607,1,0
8917403,2.0051670351,0.2576860186484322,14,11
8917404,2.0069397995117355,0.34579011853887565,23,23
8917405,2.141237905928697,6.596086569252062,165,114
8917406,2.01092334913028,0.5432006712242078,28,21
8917407,2.036674705652,1.8007149374528773,48,36
8917408,2.01740080176028,0.8625356818088387,66,49
8917409,2.0300263064,1.4791092265817938,31,29
8917410,2.0116958175,0.581390953754369,33,26
8917411,2.0481288739953345,2.349894804297561,61,45
8917412,2.018864852,0.9344286707112379,23,19
8917413,2.034376640811953,1.6897874327849374,95,74
8917414,2.012883378890625,0.6400459671799521,18,12
8917415,2.03081894474114,1.5175624011656295,76,55
8917416,2.02187828459107,1.0820772327299097,51,34
8917417,2.063304735467319,3.0681234031569735,126,66
8917418,2.00487848940625,0.2433309266385903,13,9
8917419,2.1036389677857112,4.926651833931447,167,103
8917420,2.0194011444858786,0.9607375205691504,34,27
8917421,2.08319508566028,3.9936291244615156,64,53
8917422,2.046515058408208,2.2728910895181795,98,83
8917423,2,0.0,0,0
8917424,2.0532573205851627,2.5937966981159857,51,46
8917425,2.0302779485399554,1.491320366343401,99,83
8917426,2.040267458900676,1.9736362860177574,46,36
8917427,2.030355655364725,1.4950905416259221,101,86
8917428,2.1062443549438767,5.044255890561565,169,138
8917429,2.021232912081795,1.0504930903745227,28,22
8917430,2.017675556,0.8760355919185258,31,23
8917431,2.00377641,0.18846464012419434,5,4
8917432,2.07342046569965,3.541031204921341,121,94
8917433,2.14481626222,6.751919256249365,105,91
8917434,2,0.0,0,0
8917435,2.132940401072,6.2327292879437755,63,52
8917436,2.142613536385156,6.656055045081168,110,91
8917437,2.1570369963,7.280218029146839,119,105
8917438,2.0343089366,1.6865155524185789,32,28
8917439,2.12098984425097,5.704404694766354,179,126
8917440,2.111155052694744,5.2651297474745995,165,130
8917441,2.1970660985657284,8.969511599781887,246,207
8917442,2.1007508374698878,4.79594417733187,208,111
8917443,2.0290332724864237,1.4308918872900267,104,88
8917444,2.0400917636,1.9651941307411107,63,47
8917445,2.039477292768892,1.9356573818625729,111,72
8917446,2,0.0,0,0
8917447,2.03727351567,1.8295783743962244,61,48
8917448,2.02510113714,1.2395004219616252,49,38
8917449,2.0647823522521196,3.1374906019251667,121,102
8917450,2.0151535174103556,0.7519783122940016,9,8
8917451,2.0918602228059755,4.391317441026533,171,124
8917452,2.035204430688169,1.7297736854997463,70,54
8917453,2.1649974036102355,7.621136327235055,165,100
8917454,2.0298248302200297,1.4693302484035895,69,51
8917455,2.019257080332,0.9536715517587201,39,29
8917456,2.000926573,0.04630719650100824,4,3
8917457,2.05772103469096,2.805095234866397,102,71
8917458,2.0938665445875926,4.482928715310297,112,82
8917459,2.0331447118802553,1.6302190240852483,88,64
8917460,2.01125404495007,0.5595536266702423,18,15
8917461,2.1178998500073147,5.566828384586152,209,126
8917462,2.0993170156196657,4.730920336505244,209,104
8917463,2.0386690910907204,1.89678115294483,47,26
8917464,2.02941161214,1.4492679535318946,72,56
8917465,2.04749682932,2.319751056013813,97,63
8917466,2.022944493310023,1.1342126976741853,41,24
8917467,2.0376709655044563,1.8487266169163104,74,54
8917468,2.0658963899809035,3.1897238554888445,99,61
8917469,2.012869254722327,0.6393487650593684,84,78
8917470,2.04020022704,1.9704059683555681,80,46
8917471,2.2138422574463585,9.659326753163665,147,89
8917472,2.103442598663352,4.917776160332845,184,129
8917473,2.02439088456,1.2048505427498681,37,29
8917474,2.14514912058872,6.766388368790177,170,134
8917475,2.023963062849116,1.1839673998488613,107,80
8917476,2.0817458576851355,3.926793339511452,153,124
8917477,2,0.0,0,0
8917478,2.059324908399993,2.8807939999174748,90,58
8917479,2.0471029658445756,2.300957334852097,165,94
8917480,2.0254896075,1.2584417814644357,89,72
8917481,2.138834367215,6.49112289119319,190,119
8917482,2.0160698954,0.7970901919951361,17,15
8917483,2.1226568590252364,5.778459127942266,153,109
8917484,2.17663371901,8.114995070936347,12,7
8917485,2.047210358300003,2.306082426195152,62,38
8917486,2.072071331003606,3.4782263489306753,155,112
8917487,2.0221705069500002,1.0963717883235944,29,21
8917488,2.016474463,0.8169933863427262,22,16
8917489,2.08361932285353,4.01317658827489,143,102
8917490,2.090082588081174,4.310001365251094,48,37
8917491,2.121705460815991,5.736209057461917,118,86
8917492,2.147887444473826,6.885251126837074,107,67
8917493,2.10309633346,4.90212130655882,54,37
8917494,2.105111836471077,4.993171129914035,169,131
8917495,2.084472855126,4.052480458945282,71,56
8917496,2.03162720365,1.5567424768273874,34,29
8917497,2.02708530791,1.3361701061276965,88,63
8917498,2.0151015346,0.7494180487038176,30,28
8917499,2.066943628541774,3.238773792249127,109,84
